gene,id,Disease-OMIM,Type,OMIM_ID,Mondo,Severity
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT1,608124,"Desbuquois dysplasia 2, 615777 (3)",Skeletal,OMIM:615777,MONDO:0014343,Profound
XYLT2,608125,"Spondyloocular syndrome, 605822 (3), Autosomal recessive",Developmental,OMIM:605822,MONDO:0011604,Severe
YARS2,610957,"Myopathy, lactic acidosis, and sideroblastic anemia 2, 613561 (3)",Neuromuscular,OMIM:613561,MONDO:0013307,Severe
ZAP70,176947,"Selective T-cell defect, 269840 (3)",Immunodeficiency,OMIM:269840,MONDO:0010023,Severe
